,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
817,1,2222,67558416,1,[the sentence is offensive][because][it contains a racial slur and derogatory language],1,[the sentence is offensive][because][it contains a racial slur and derogatory language],"{'race': 'black', 'political': 'liberal'}",both
818,1,2180,42267923,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],"{'race': 'black', 'political': 'conservative'}",both
819,1,78,49021087,1,[the sentence is offensive][because][it contains a derogatory term for a sexual orientation],1,[the sentence is offensive][because][it contains a derogatory term for a sexual orientation],"{'race': 'black', 'political': 'liberal'}",both
820,1,78,67558416,1,[the sentence is offensive][because][it contains a derogatory term for a sexual orientation],1,[the sentence is offensive][because][it contains a derogatory term for a sexual orientation],"{'race': 'black', 'political': 'liberal'}",both
821,1,4145,67558416,1,[the sentence is offensive][because][it contains a racial slur and explicit language],0,[the sentence is not offensive][because][it is a colloquial expression of frustration and anger],"{'race': 'black', 'political': 'liberal'}",baseline
822,1,4145,42267923,1,[the sentence is offensive][because][it contains a racial slur and explicit language],0,[the sentence is not offensive][because][it is a colloquial expression and the use of the racial slur 'nigga' is not derogatory in this context],"{'race': 'black', 'political': 'conservative'}",baseline
823,1,2132,92024956,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and uses profanity],"{'race': 'black', 'political': 'liberal'}",both
824,1,698,92024956,1,[the sentence is offensive][because][it contains derogatory language and a personal attack on a woman],1,[the sentence is offensive][because][it contains derogatory language and a sexist tone],"{'race': 'black', 'political': 'liberal'}",both
825,1,2159,67558416,1,[the sentence is offensive][because][it contains multiple racial slurs and derogatory language],1,[the sentence is offensive][because][it contains a racial slur and uses derogatory language to describe a group of people],"{'race': 'black', 'political': 'liberal'}",both
826,0,344,49021087,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains hate speech and derogatory language],"{'race': 'black', 'political': 'liberal'}",neither
827,0,344,92024956,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains hate speech and derogatory language],"{'race': 'black', 'political': 'liberal'}",neither
828,1,2152,35379134,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],"{'race': 'black', 'political': 'liberal'}",both
829,1,1927,92024956,1,[the sentence is offensive][because][it promotes the use of a racial slur and contains a hate message],1,[the sentence is offensive][because][it promotes the use of a racial slur and contains a xenophobic message],"{'race': 'black', 'political': 'liberal'}",both
830,1,1927,42267923,1,[the sentence is offensive][because][it promotes the use of a racial slur and contains a hate message],1,[the sentence is offensive][because][it promotes the use of a racial slur and contains a xenophobic message],"{'race': 'black', 'political': 'conservative'}",both
831,1,2205,92024956,1,[the sentence is offensive][because][it contains a racial slur and uses derogatory language to describe people from a specific neighborhood],1,[the sentence is offensive][because][it contains a racial slur and conveys a stereotypical message about people in the hood],"{'race': 'black', 'political': 'liberal'}",both
832,0,218,42267923,1,[the sentence is offensive][because][it uses derogatory language to address women],1,[the sentence is offensive][because][it uses a derogatory term to address women],"{'race': 'black', 'political': 'conservative'}",neither
833,0,3341,35379134,0,[the sentence is not offensive][because][it is a casual conversation about buying shoes],0,[the sentence is not offensive][because][it is a casual conversation about buying shoes],"{'race': 'black', 'political': 'liberal'}",both
834,0,3341,32992109,0,[the sentence is not offensive][because][it is a casual conversation about buying shoes],0,[the sentence is not offensive][because][it is a casual conversation about buying shoes],"{'race': 'black', 'political': 'liberal'}",both
835,0,636,35379134,1,[the sentence is offensive][because][it contains a racial slur and uses explicit language],0,[the sentence is not offensive][because][it is a metaphorical expression of the speaker's feelings and does not contain explicit language],"{'race': 'black', 'political': 'liberal'}",race_political
836,1,630,92024956,1,[the sentence is offensive][because][it contains hate speech and explicit language],1,[the sentence is offensive][because][it contains hate speech and explicit language],"{'race': 'black', 'political': 'liberal'}",both
837,1,630,42267923,1,[the sentence is offensive][because][it contains hate speech and explicit language],1,[the sentence is offensive][because][it contains hate speech and explicit language],"{'race': 'black', 'political': 'conservative'}",both
838,0,3831,67558416,1,[the sentence is offensive][because][it contains explicit language and objectifies women],1,[the sentence is offensive][because][it contains a derogatory term for women and promotes objectification],"{'race': 'black', 'political': 'liberal'}",neither
839,1,3831,42267923,1,[the sentence is offensive][because][it contains explicit language and objectifies women],1,[the sentence is offensive][because][it contains a derogatory term for women and promotes objectification],"{'race': 'black', 'political': 'conservative'}",both
840,0,3480,35379134,0,[the sentence is not offensive][because][it is a colloquial expression of solidarity and support],0,[the sentence is not offensive][because][it is a colloquial expression of solidarity and friendship],"{'race': 'black', 'political': 'liberal'}",both
841,0,3480,42267923,0,[the sentence is not offensive][because][it is a colloquial expression of solidarity and support],0,[the sentence is not offensive][because][it is a colloquial expression of solidarity and friendship],"{'race': 'black', 'political': 'conservative'}",both
